rom,game,year,company,genre,platform
mfjump,Monster Farm Jump (Japan),2001,Tecmo,Action (Multiplayer),Arcade Hardware (Unknown)
ti83pse,TI-83 Plus Silver Edition (Boot Code 1.00),2001,Texas Instruments,Keyboard/Typing,Arcade Hardware (Unknown)
tom_tvho,TV Hockey (Japan),2001,Tomy / SSD Company LTD,Sports,Arcade Hardware (Unknown)
ikaruga,Ikaruga (GDL-0010),2001,Treasure,Action (Multiplayer),Sega Naomi
potgoldu580,"Pot O' Gold (U.S. Games, v580F)",2001,"U.S. Games, Inc.",Arcade,Arcade Hardware (Unknown)
aoh,Age Of Heroes - Silkroad 2 (v0.63 - 2001/02/07),2001,Unico,Action (Multiplayer),Arcade Hardware (Unknown)
wldwitchv,"Wild Witch (Export, 6T/12T ver 1.83A)",2001,Video Klein,Arcade,Arcade Hardware (Unknown)
wldwitch,"Wild Witch (Export, 6T/12T ver 1.84A)",2001,Video Klein,Arcade,Arcade Hardware (Unknown)
gbs5505x,Genius BrainStation 5505X (Germany),2001,Video Technology,Keyboard/Typing,Arcade Hardware (Unknown)
wcherry,Win Cherry (ver 0.16 - 19990219),2001,Videostar,Arcade,Arcade Hardware (Unknown)
gostop,Kankoku Hanafuda Go-Stop,2001,Visco,Action,Arcade Hardware (Unknown)
vasara2,Vasara 2 (set 1),2001,Visco,Action (Multiplayer),Arcade Hardware (Unknown)
vasara2a,Vasara 2 (set 2),2001,Visco,Action (Multiplayer),Arcade Hardware (Unknown)
btippers,Big Tippers (Russian),2001,WMS,Arcade,Arcade Hardware (Unknown)
hottopa,Hot Toppings (Russian?),2001,WMS,Arcade,Arcade Hardware (Unknown)
leprgld,Leprechaun's Gold (Russian),2001,WMS,Arcade,Arcade Hardware (Unknown)
leprglds,Leprechaun's Gold (Spanish),2001,WMS,Arcade,Arcade Hardware (Unknown)
lovewin,Love To Win (Russian),2001,WMS,Arcade,Arcade Hardware (Unknown)
mtburn,Money To Burn (English),2001,WMS,Arcade,Arcade Hardware (Unknown)
inunoos,"Inu no Osanpo / Dog Walking (Japan, Export, Rev A)",2001,Wow Entertainment / Sega,Action (Multiplayer),Sega Naomi
wldrider,Wild Riders,2001,Wow Entertainment / Sega,Action (Multiplayer),Sega Naomi
psr2000,PSR-2000,2001,Yamaha,Arcade,Arcade Hardware (Unknown)
jungleyo,Jungle (Italy VI3.02),2001,Yonshi,Arcade,Arcade Hardware (Unknown)
zidav630e,V630E Baby AT (SiS630 chipset),2001,Zida,Action (Multiplayer),Arcade Hardware (Unknown)
bldyr3b,Bloody Roar 3 (bootleg),2001,bootleg,Arcade,Namco Arcade Hardware
darkhors,"Dark Horse (USA v4.00, bootleg of Jockey Club II)",2001,bootleg,Arcade,Arcade Hardware (Unknown)
nitdbl,Nightmare in the Dark (bootleg),2001,bootleg,Action (Multiplayer),SNK Neo Geo
progearud,Progear (USA 010117 Phoenix Edition) (bootleg),2001,bootleg,Action (Multiplayer),Capcom CPS
progearjd,Progear no Arashi (Japan 010117 Phoenix Edition) (bootleg),2001,bootleg,Action (Multiplayer),Capcom CPS
progearjbl,Progear no Arashi (Japan 010117) (decrypted bootleg),2001,bootleg,Action (Multiplayer),Capcom CPS
pzloop2jd,Puzz Loop 2 (Japan 010226 Phoenix Edition) (bootleg),2001,bootleg,Dial/Paddle,Capcom CPS
ssh2000,"Super Shanghai 2000 (set 1, green board)",2001,bootleg,Action,Arcade Hardware (Unknown)
ssh2001,"Super Shanghai 2001 (set 1, red board)",2001,bootleg,Action,Arcade Hardware (Unknown)
ssh2001a,"Super Shanghai 2001 (set 2, red board)",2001,bootleg,Action,Arcade Hardware (Unknown)
ncarrera,New Carrera - Version 2000,2001,bootleg (J.T.),Action,Arcade Hardware (Unknown)
dkongjrhs,"Donkey Junior High Score Kit (hack,V1.2)",2001,hack (Braze Technologies),Action (Multiplayer),Arcade Hardware (Unknown)
dkonghs,"Donkey Kong High Score Kit (hack,V1.2)",2001,hack (Braze Technologies),Action (Multiplayer),Arcade Hardware (Unknown)
dkongike,"Donkey Kong/DK (Japan) (hack,V1.1 IKE)",2001,hack (Braze Technologies),Action (Multiplayer),Arcade Hardware (Unknown)
dkongjrc,"Donkey Kong/JR (combo) (hack,V1.2)",2001,hack (Braze Technologies),Action (Multiplayer),Arcade Hardware (Unknown)
dkongddk,"Double Donkey Kong (hack,V1.2)",2001,hack (Braze Technologies),Action (Multiplayer),Arcade Hardware (Unknown)
wmg,Williams Multigame,2001,hack (Clay Cowgill),Action (Multiplayer),Midway/Williams
daytonam,Daytona USA (To The MAXX),2001,hack (Kyle Hodgetts),Dial/Paddle,Sega Model 2
feagv11,Elite Avant Garde 2325 (model 6117-11),2001,hack (Wilfried Bucke),Keyboard/Typing,Arcade Hardware (Unknown)
croaky,Croaky Karaoke 16-in-1,2002,<unknown>,Action (Multiplayer),Arcade Hardware (Unknown)
virusc,Virus C,2002,Access,Arcade,Arcade Hardware (Unknown)
virusrckxl,Virus Rack XL,2002,Access,Arcade,Arcade Hardware (Unknown)
moeru,Moeru Casinyo (Japan) (GDL-0013),2002,Altron,Action (Multiplayer),Sega Naomi
cleoftp,Cleopatra Fortune Plus (GDL-0012),2002,Altron / Taito,Action (Multiplayer),Sega Naomi
suprball,Super Ball (Version 1.3),2002,Amcoe,Arcade,Arcade Hardware (Unknown)
sfruitbo2,Super Fruit Bonus (Version 1.80XT),2002,Amcoe,Arcade,Arcade Hardware (Unknown)
sfruitbo,Super Fruit Bonus (Version 2.0),2002,Amcoe,Arcade,Arcade Hardware (Unknown)
sfruitboh,Super Fruit Bonus (Version 2.0B),2002,Amcoe,Arcade,Arcade Hardware (Unknown)
sfruitbv2,Super Fruit Bonus (Version 2.0LT Dual),2002,Amcoe,Arcade,Arcade Hardware (Unknown)
sfruitbb2,"Super Fruit Bonus (Version 2.0LT, set 1)",2002,Amcoe,Arcade,Arcade Hardware (Unknown)
sfruitbd2,"Super Fruit Bonus (Version 2.0LT, set 2)",2002,Amcoe,Arcade,Arcade Hardware (Unknown)
sfruitbvh,Super Fruit Bonus (Version 2.2B Dual),2002,Amcoe,Arcade,Arcade Hardware (Unknown)
sfruitbbh,"Super Fruit Bonus (Version 2.2B, set 1)",2002,Amcoe,Arcade,Arcade Hardware (Unknown)
sfruitbdh,"Super Fruit Bonus (Version 2.2B, set 2)",2002,Amcoe,Arcade,Arcade Hardware (Unknown)
sfruitbh,Super Fruit Bonus (Version 2.2EB Dual),2002,Amcoe,Arcade,Arcade Hardware (Unknown)
sfruitbo3,Super Fruit Bonus (Version 2.3),2002,Amcoe,Arcade,Arcade Hardware (Unknown)
sfruitb,Super Fruit Bonus (Version 2.5E Dual),2002,Amcoe,Arcade,Arcade Hardware (Unknown)
sfruitbv1,Super Fruit Bonus (Version 2.5R Dual),2002,Amcoe,Arcade,Arcade Hardware (Unknown)
sfruitbb1,"Super Fruit Bonus (Version 2.5R, set 1)",2002,Amcoe,Arcade,Arcade Hardware (Unknown)
sfruitbd1,"Super Fruit Bonus (Version 2.5R, set 2)",2002,Amcoe,Arcade,Arcade Hardware (Unknown)
sp3e8bit,ZX Spectrum +3e 8bit IDE,2002,Amstrad plc,Action (Multiplayer),Arcade Hardware (Unknown)
sp3eata,ZX Spectrum +3e 8bit ZXATASP,2002,Amstrad plc,Action (Multiplayer),Arcade Hardware (Unknown)
sp3ezcf,ZX Spectrum +3e 8bit ZXCF,2002,Amstrad plc,Action (Multiplayer),Arcade Hardware (Unknown)
pumpipx2p,Pump it Up EXTRA + Plus (Premiere 2/2003),2002,Andamiro,Arcade,Arcade Hardware (Unknown)
pumpipx2,Pump it Up The PREX 2 (Premiere 2/2003),2002,Andamiro,Arcade,Arcade Hardware (Unknown)
pumpitp2,Pump it Up The Premiere 2: The International 2nd Dance Floor (Premiere 2/2002),2002,Andamiro,Rhythm/Music,Arcade Hardware (Unknown)
pumpit8,Pump it Up The Rebirth: The 8th Dance Floor (Rebirth/2002),2002,Andamiro,Rhythm/Music,Arcade Hardware (Unknown)
ggxx,Guilty Gear XX (GDL-0011),2002,Arc System Works,Action (Multiplayer),Sega Naomi
50lions,"50 Lions (10120511, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
alchemst,"Alchemist (01J02046, Venezuela)",2002,Aristocrat,Keyboard/Typing,Arcade Hardware (Unknown)
bigreda,"Big Red (1J009211, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
bigred,"Big Red (2J009211, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
blkbrum,"Black Brumby (1J009111, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
csd,"Choy Sun Doa (10104011, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
csdq,"Choy Sun Doa (10121111, Queensland)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
csdsp,"Choy Sun Doa (20104011, NSW/ACT, Show Program)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
dimeye,"Diamond Eyes (10129211, ASP)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
di4ever,"Diamonds Forever (10105011, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
flamolce,"Flame of Olympus - Cash Express (0351025, US)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
flamoljc,"Flame of Olympus - Jackpot Carnival (0251048, US)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
goldpym,"Golden Pyramids Special Edition - Maximillions (10130811, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
hlntroyc,"Helen of Troy (10116411, ASP)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
hlntroyb,"Helen of Troy (10122711, ASP)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
hlntroya,"Helen of Troy (10129121, ASP)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
hlntroy,"Helen of Troy (1J008311, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
holdrma6,"Hollywood Dreams (10100511, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
holdrma6a,"Hollywood Dreams (10122811, ASP)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
indremce,"Indian Dreaming - Cash Express (20109411, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
jailbrk,"Jailbreak (10125611, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
kingpeng,"King Penguin (20109021, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
kingpengsp,"King Penguin (40109021, NSW/ACT, Show Program)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
kingnilea,"King of the Nile (20106321, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
lordleo,"Lord Leopard (30111211, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
mystarr,"Mystic Arrow (0151009, US)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
mysteycmu,"Mystic Eyes - Mr. Cashman (0251024, US)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
mystmerm,"Mystic Mermaid (1J008711, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
parislgtu,"Paris Lights - Jackpot Carnival (0251031, US)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
pcockmaga,"Peacock Magic (10134311, ASP)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
pcockmag,"Peacock Magic (1J008811, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
pompeia6ua,"Pompeii (0251010, US)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
pompeia6a,"Pompeii (10122411, ASP)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
qnilebr,"Queen of the Nile (0101707V, Brazil)",2002,Aristocrat,Keyboard/Typing,Arcade Hardware (Unknown)
qnilejc,"Queen of the Nile Special Edition - Jackpot Carnival (20123911, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
qnilejcsp,"Queen of the Nile Special Edition - Jackpot Carnival (20123911, NSW/ACT, Show Program)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
redbara6,"Red Baron (10119911, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
retsama6,"Return of the Samurai (10117211, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
ruprup,"Roll Up! Roll Up!! (10115911, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
rubymag,"Ruby Magic (10125711, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
sealdeal,"Seal The Deal - Jackpot Carnival (0251029, US)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
silgola6,"Silver & Gold (20100721, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
swh2ld,"Sweethearts II - Lucky Devil (10119811, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
thaiprnc,"Thai Princess (10119321, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
gbmoney,"The Good, The Bad & The Money (0351016, US)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
tiktorchnz,"Tiki Torch (10124011, New Zealand)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
topshta6,"Top Shot (30123211, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
tritreat,"Triple Treat (0201692V, NSW/ACT)",2002,Aristocrat,Keyboard/Typing,Arcade Hardware (Unknown)
venetian,"Venetian Nights (1J008911, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
venicea5,"Venice (02J02056, Venezuela)",2002,Aristocrat,Keyboard/Typing,Arcade Hardware (Unknown)
whalecsh,"Whales of Cash (20155711, ASP)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
wldafr,"Wild Africa - Millioniser (0351083, US)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
wways,"Wild Ways (10106911, NSW/ACT)",2002,Aristocrat,Arcade,Arcade Hardware (Unknown)
luckycoin,Lucky Coin (Jun 24 2002),2002,Astro Corp.,Arcade,Arcade Hardware (Unknown)
magibomb_ab45aa,"Magic Bomb (Ver. AB4.5A, 05/24/02S)",2002,Astro Corp.,Arcade,Arcade Hardware (Unknown)
magibomb_ab45a,"Magic Bomb (Ver. AB4.5A, 07/10/02S)",2002,Astro Corp.,Arcade,Arcade Hardware (Unknown)
magibomb_br44,"Magic Bomb (Ver. BR4.4, 04/19/02S)",2002,Astro Corp.,Arcade,Arcade Hardware (Unknown)
magibomb_nb45,"Magic Bomb (Ver. NB4.5, 06/14/02S)",2002,Astro Corp.,Arcade,Arcade Hardware (Unknown)
skilldrp,"Skill Drop Georgia (Ver. G1.01S, Oct 1 2002)",2002,Astro Corp.,Arcade,Arcade Hardware (Unknown)
skilldrp_g10s,"Skill Drop Georgia (Ver. G1.0S, Sep 13 2002)",2002,Astro Corp.,Arcade,Arcade Hardware (Unknown)
atlantca,Atlantica (Russia) (Atronic) (set 1),2002,Atronic,Arcade,Arcade Hardware (Unknown)
atlantcaa,Atlantica (Russia) (Atronic) (set 2),2002,Atronic,Arcade,Arcade Hardware (Unknown)
baboshka,Babooshka (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
baboshkar,Babooshka (Russia) (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
beachpt,Beach Patrol (Russia) (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
bearnec,Bear Necessities (Russia) (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
atrbtlma,Beetlemania (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
beetleup,Beetles Unplugged (Russia) (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
bigblue,Big Blue (Russia) (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
abigchs,Big Cheese (Russia) (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
castaway,Castaway (Russia) (Atronic) (set 1),2002,Atronic,Arcade,Arcade Hardware (Unknown)
castawaya,Castaway (Russia) (Atronic) (set 2),2002,Atronic,Arcade,Arcade Hardware (Unknown)
chicken,Chicken (Russia) (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
chicdale,Chickendales (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
aclown,Clown (Russia) (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
cfblue,Crazy Fruits Blue (Russia) (Atronic) (set 1),2002,Atronic,Arcade,Arcade Hardware (Unknown)
cfbluea,Crazy Fruits Blue (Russia) (Atronic) (set 2),2002,Atronic,Arcade,Arcade Hardware (Unknown)
cfgreen,Crazy Fruits Green (Russia) (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
dncsprt,Dancing Spirit (Russia) (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
drmmake,Dream Maker (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
drmmaker,Dream Maker (Russia) (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
goldcity,Gold City (Russia) (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
goldglen,Golden Glenn (Russia) (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
haphippy,Happy Happy Hippy (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
iccash,I C Cash (Russia) (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
jumpjkpt,Jumping Jackpots (Russia) (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
mushmagi,Mushroom Magic (Russia) (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
santam,Santa Maria (Russia) (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
splmastr,Spell Master (Russia) (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
sphinxii,Sphinx II (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
sphinxiir,Sphinx II (Russia) (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
tajmah,Tajmahal (Russia) (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
3wishrd,Three Wishes Red (Russia) (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
tylagoon,Typhoon Lagoon (Atronic),2002,Atronic,Arcade,Arcade Hardware (Unknown)
mbs2euro,"Mega Bonus Star II (Euro, Millennium Edition)",2002,Auto-Data Graz,Arcade,Arcade Hardware (Unknown)
sc4jjunc,Jackpot Junction (Bellfruit) (Scorpion 4) (set 1),2002,BFM,Arcade,Arcade Hardware (Unknown)
sc4jjunci,Jackpot Junction (Bellfruit) (Scorpion 4) (set 10),2002,BFM,Arcade,Arcade Hardware (Unknown)
sc4jjunca,Jackpot Junction (Bellfruit) (Scorpion 4) (set 2),2002,BFM,Arcade,Arcade Hardware (Unknown)
sc4jjuncb,Jackpot Junction (Bellfruit) (Scorpion 4) (set 3),2002,BFM,Arcade,Arcade Hardware (Unknown)
sc4jjuncc,Jackpot Junction (Bellfruit) (Scorpion 4) (set 4),2002,BFM,Arcade,Arcade Hardware (Unknown)
sc4jjuncd,Jackpot Junction (Bellfruit) (Scorpion 4) (set 5),2002,BFM,Arcade,Arcade Hardware (Unknown)
sc4jjunce,Jackpot Junction (Bellfruit) (Scorpion 4) (set 6),2002,BFM,Arcade,Arcade Hardware (Unknown)
sc4jjuncf,Jackpot Junction (Bellfruit) (Scorpion 4) (set 7),2002,BFM,Arcade,Arcade Hardware (Unknown)
sc4jjuncg,Jackpot Junction (Bellfruit) (Scorpion 4) (set 8),2002,BFM,Arcade,Arcade Hardware (Unknown)
sc4jjunch,Jackpot Junction (Bellfruit) (Scorpion 4) (set 9),2002,BFM,Arcade,Arcade Hardware (Unknown)
banmrid,Kamen Rider Ryuki: Survival Fight (Japan),2002,Bandai,Action,Sega Arcade Hardware
chalgear,Challenge Gear (Japan),2002,Benesse Corporation,Arcade,Arcade Hardware (Unknown)
pockchv2,Pocket Challenge V2,2002,Benesse Corporation,Action,Arcade Hardware (Unknown)
maldaiza,Maldaliza,2002,Big A Korea,Action (Multiplayer),Arcade Hardware (Unknown)
ld50,LD-50,2002,Casio,Dial/Paddle,Arcade Hardware (Unknown)
ddpdojb,"DoDonPachi Dai-Ou-Jou (Japan, 2002.04.05 Master Ver)",2002,Cave (AMI license),Action (Multiplayer),Arcade Hardware (Unknown)
ddpdojp,"DoDonPachi Dai-Ou-Jou (Japan, 2002.04.05 Master Ver, location test)",2002,Cave (AMI license),Action (Multiplayer),Arcade Hardware (Unknown)
ddpdoja,"DoDonPachi Dai-Ou-Jou (Japan, 2002.04.05.Master Ver, 68k Label V100)",2002,Cave (AMI license),Action (Multiplayer),Arcade Hardware (Unknown)
ddpdoj,"DoDonPachi Dai-Ou-Jou (Japan, 2002.04.05.Master Ver, 68k Label V101)",2002,Cave (AMI license),Action (Multiplayer),Arcade Hardware (Unknown)
ddpdojblkb,"DoDonPachi Dai-Ou-Jou Black Label (Japan, 2002.10.07 Black Ver)",2002,Cave (AMI license),Action (Multiplayer),Arcade Hardware (Unknown)
ddpdojblk,"DoDonPachi Dai-Ou-Jou Black Label (Japan, 2002.10.07.Black Ver, newer)",2002,Cave (AMI license),Action (Multiplayer),Arcade Hardware (Unknown)
ddpdojblka,"DoDonPachi Dai-Ou-Jou Black Label (Japan, 2002.10.07.Black Ver, older)",2002,Cave (AMI license),Action (Multiplayer),Arcade Hardware (Unknown)
ddp3,"DoDonPachi III (World, 2002.05.15 Master Ver)",2002,Cave (AMI license),Action (Multiplayer),Arcade Hardware (Unknown)
ketb,Ketsui: Kizuna Jigoku Tachi (2003/01/01 Master Ver),2002,Cave (AMI license),Action (Multiplayer),Arcade Hardware (Unknown)
keta,Ketsui: Kizuna Jigoku Tachi (2003/01/01 Master Ver.),2002,Cave (AMI license),Action (Multiplayer),Arcade Hardware (Unknown)
ket,Ketsui: Kizuna Jigoku Tachi (2003/01/01. Master Ver.),2002,Cave (AMI license),Action (Multiplayer),Arcade Hardware (Unknown)
ket1,Ketsui: Kizuna Jigoku Tachi (2003/01/01. Master Ver.) (alt rom fill),2002,Cave (AMI license),Action (Multiplayer),Arcade Hardware (Unknown)
css11501sk9,CSS11501S-K9,2002,Cisco,Arcade,Arcade Hardware (Unknown)
missw02,Miss World 2002,2002,Comad,Action (Multiplayer),Arcade Hardware (Unknown)
wownfanta,WOW New Fantasia,2002,Comad,Action (Multiplayer),Arcade Hardware (Unknown)
wownfant,WOW New Fantasia (Explicit),2002,Comad,Action (Multiplayer),Arcade Hardware (Unknown)
cmmb162,Centipede / Millipede / Missile Command / Let's Go Bowling (rev 1.62),2002,Cosmodog / Team Play (licensed from Infogrames via Midway Games West),Action (Multiplayer),Atari Arcade
gamecstl,GameCristal,2002,Cristaltec,Action (Multiplayer),Arcade Hardware (Unknown)
gamecst2,GameCristal (version 2.613),2002,Cristaltec,Action (Multiplayer),Arcade Hardware (Unknown)
missw02d,Miss World 2002 (Daigom license),2002,Daigom,Action (Multiplayer),Arcade Hardware (Unknown)
chocomk,Musapey's Choco Marker (Rev A) (GDL-0014A),2002,Ecole Software,Action (Multiplayer),Sega Naomi
elsygame,unknown Elsy game,2002,Electro System (Elsy),Arcade,Arcade Hardware (Unknown)
barata,Dona Barata (early prototype),2002,Eletro Matic Equipamentos Eletromecânicos,Arcade,Arcade Hardware (Unknown)
crazywar,Crazy War,2002,Eolith,Action (Multiplayer),Arcade Hardware (Unknown)
kof2002,The King of Fighters 2002 (NGM-2650 ~ NGH-2650),2002,Eolith / Playmore,Fighting,SNK Neo Geo
epo_tenn,Ace Kimeruze! Excite Tennis (Japan),2002,Epoch / SSD Company LTD,Sports,Arcade Hardware (Unknown)
epo_dmon,Doraemon Wakuwaku Kuukihou (Japan),2002,Epoch / SSD Company LTD,Arcade,Arcade Hardware (Unknown)
epo_bowl,Excite Bowling (Japan),2002,Epoch / SSD Company LTD,Action,Arcade Hardware (Unknown)
epo_ebox,Excite Boxing (Japan),2002,Epoch / SSD Company LTD,Action,Arcade Hardware (Unknown)
epo_strkp,Let's Play Excite Striker (UK),2002,Epoch / SSD Company LTD,Action,Arcade Hardware (Unknown)
epo_esdx,Shoubu Shiyouze! Excite Stadium DX (Japan),2002,Epoch / SSD Company LTD,Action,Arcade Hardware (Unknown)
epo_hamc,Tottoko Hamtaro - Ham Ham Dai Circus! (Japan),2002,Epoch / SSD Company LTD,Arcade,Arcade Hardware (Unknown)
epo_mms,mini-moni Stage! Dance Dapyon! (Japan),2002,Epoch / SSD Company LTD,Rhythm/Music,Arcade Hardware (Unknown)
rotdh,Rage of the Dragons (NGH-2640?),2002,Evoga / Playmore,Action (Multiplayer),SNK Neo Geo
rotd,Rage of the Dragons (NGM-2640?),2002,Evoga / Playmore,Action (Multiplayer),SNK Neo Geo
photoply2k2be,Photo Play 2002 (Belgium),2002,Funworld,Keyboard/Typing,Arcade Hardware (Unknown)
atvtrack,ATV Track (set 1),2002,Gaelco,Arcade,Arcade Hardware (Unknown)
atvtracka,ATV Track (set 2),2002,Gaelco,Arcade,Arcade Hardware (Unknown)
gfootbal,Gaelco Football,2002,Gaelco / Zigurat,Sports,Arcade Hardware (Unknown)
urachamu,Urachacha Mudaeri (Korea),2002,GamToU,Arcade,Arcade Hardware (Unknown)
dhunting,Dream Hunting (US),2002,Game Box Entertainment,Arcade,Arcade Hardware (Unknown)
bhead2k2,Beach Head 2002 Install - 05/27/03,2002,Global VR,Arcade,Arcade Hardware (Unknown)
gvrxpsup,Global VR XP OS Update/Install - 06/11/02,2002,Global VR,Arcade,Arcade Hardware (Unknown)
hyperv2,Hyper V2 (Global VR) Install - 06/12/02,2002,Global VR,Arcade,Arcade Hardware (Unknown)
yorijori,Yori Jori Kuk Kuk,2002,Golden Bell Entertainment,Action (Multiplayer),Arcade Hardware (Unknown)
